class,stream,favorite_subject,interest,skill,overall_marks,math_score,science_score,english_score,logical_reasoning,communication_skill,creativity_score,recommended_career
12,Arts,Political Science,Government,Leadership,98,63,60,81,6,2,6,Civil Services
12,Commerce,Economics,Finance,Mathematics,68,74,43,51,5,1,4,Chartered Accountant
12,Science,Biology,Healthcare,Communication,66,91,78,86,3,4,4,Doctor
11,Commerce,Business Studies,Business,Communication,59,51,62,80,6,8,3,Business Manager
12,Commerce,Business Studies,Management,Leadership,94,77,100,42,6,1,4,Business Manager
12,Science,Chemistry,Healthcare,Research,70,81,86,68,10,2,6,Doctor
12,Arts,English,Design,Creativity,61,94,63,66,10,10,2,Graphic Designer
12,Arts,History,Writing,Communication,82,82,88,97,8,3,1,Journalist
12,Arts,History,Writing,Writing,97,67,52,63,4,4,3,Journalist
12,Commerce,Accountancy,Finance,Analysis,83,50,79,73,8,3,2,Chartered Accountant
11,Arts,English,Writing,Writing,58,66,76,43,8,10,9,Journalist
11,Commerce,Economics,Finance,Mathematics,57,96,73,69,2,5,5,Financial Analyst
12,Science,Physics,Engineering,Problem Solving,66,54,44,71,4,3,10,Engineer
12,Science,Physics,Engineering,Problem Solving,55,74,84,71,7,9,10,Engineer
11,Arts,History,Writing,Communication,66,64,88,57,2,8,9,Journalist
12,Science,Computer Science,Artificial Intelligence,Programming,59,68,55,63,10,8,8,Data Scientist
12,Science,Computer Science,Technology,Programming,99,78,99,63,8,5,9,Software Engineer
11,Arts,English,Design,Creativity,70,65,93,92,9,8,5,Graphic Designer
12,Science,Biology,Healthcare,Research,100,86,76,46,5,1,10,Doctor
11,Science,Computer Science,Programming,Programming,94,84,46,63,3,6,1,Software Engineer
12,Commerce,Business Studies,Business,Leadership,96,76,70,65,7,8,4,Business Manager
12,Science,Biology,Healthcare,Communication,81,57,98,94,1,8,4,Doctor
11,Commerce,Economics,Finance,Mathematics,63,68,45,49,9,8,8,Chartered Accountant
11,Commerce,Business Studies,Management,Communication,71,51,72,89,5,8,10,Business Manager
11,Science,Mathematics,Programming,Programming,90,45,99,50,9,3,8,Software Engineer
11,Arts,English,Design,Creativity,76,91,97,43,8,3,6,Graphic Designer
11,Arts,Political Science,Government,Leadership,88,52,77,48,6,6,1,Civil Services
12,Science,Biology,Healthcare,Research,100,44,54,85,2,9,9,Doctor
11,Science,Chemistry,Healthcare,Communication,95,75,62,90,9,2,2,Doctor
12,Arts,History,Writing,Writing,59,56,53,54,10,5,8,Journalist
11,Science,Biology,Healthcare,Research,70,77,97,86,4,10,4,Doctor
12,Science,Mathematics,Technology,Analysis,63,100,46,60,6,9,4,Data Scientist
12,Science,Chemistry,Healthcare,Research,63,79,70,92,2,1,7,Doctor
11,Commerce,Business Studies,Business,Communication,60,81,69,67,9,7,6,Business Manager
12,Science,Biology,Healthcare,Communication,59,43,62,78,8,6,5,Doctor
12,Arts,English,Writing,Writing,94,60,49,51,9,10,6,Journalist
11,Science,Computer Science,Technology,Problem Solving,58,84,51,67,7,7,2,Software Engineer
11,Commerce,Economics,Finance,Mathematics,59,73,61,54,9,7,10,Financial Analyst
12,Arts,English,Design,Creativity,99,77,74,62,4,10,10,Graphic Designer
12,Arts,History,Government,Leadership,93,67,86,90,9,1,8,Civil Services
11,Arts,English,Design,Creativity,63,79,62,51,2,8,8,Graphic Designer
12,Arts,History,Government,Research,60,72,81,59,7,9,6,Civil Services
12,Commerce,Accountancy,Finance,Analysis,69,70,45,52,5,5,1,Chartered Accountant
12,Arts,English,Design,Creativity,60,42,81,72,5,10,10,Graphic Designer
12,Science,Chemistry,Healthcare,Communication,60,86,94,73,3,7,10,Doctor
11,Science,Mathematics,Engineering,Problem Solving,60,51,71,66,4,1,8,Engineer
12,Science,Mathematics,Programming,Programming,79,78,74,83,6,7,3,Software Engineer
12,Science,Physics,Engineering,Mathematics,68,63,63,82,6,9,3,Engineer
11,Science,Mathematics,Technology,Programming,96,60,98,89,9,5,10,Software Engineer
12,Science,Mathematics,Programming,Problem Solving,78,63,79,42,9,5,5,Software Engineer
12,Science,Physics,Engineering,Mathematics,99,92,91,93,10,9,9,Engineer
12,Science,Computer Science,Artificial Intelligence,Analysis,62,73,46,76,2,1,4,Data Scientist
12,Commerce,Business Studies,Business,Communication,84,48,84,69,5,8,2,Business Manager
12,Science,Computer Science,Technology,Analysis,61,85,51,94,1,6,2,Data Scientist
12,Science,Mathematics,Artificial Intelligence,Analysis,55,72,59,47,2,7,4,Data Scientist
11,Arts,History,Government,Research,62,69,100,76,8,3,10,Civil Services
12,Science,Computer Science,Programming,Programming,55,66,78,60,3,4,5,Software Engineer
11,Science,Chemistry,Healthcare,Communication,57,45,85,86,6,3,4,Doctor
11,Commerce,Economics,Finance,Analysis,76,68,48,84,1,9,7,Chartered Accountant
12,Science,Chemistry,Healthcare,Research,79,97,60,95,1,2,4,Doctor
12,Arts,English,Design,Creativity,82,98,83,70,2,6,2,Graphic Designer
11,Science,Computer Science,Technology,Programming,66,90,41,76,5,10,7,Data Scientist
11,Science,Mathematics,Engineering,Mathematics,97,65,88,95,2,3,1,Engineer
11,Science,Mathematics,Engineering,Mathematics,99,85,94,73,4,7,3,Engineer
11,Commerce,Accountancy,Finance,Analysis,78,92,77,91,8,5,3,Chartered Accountant
11,Commerce,Economics,Finance,Analysis,67,82,84,57,3,6,5,Chartered Accountant
12,Science,Computer Science,Programming,Problem Solving,64,70,98,77,2,5,7,Software Engineer
11,Science,Mathematics,Artificial Intelligence,Analysis,84,86,73,79,6,6,5,Data Scientist
12,Science,Biology,Healthcare,Communication,83,68,84,53,8,5,7,Doctor
12,Science,Chemistry,Healthcare,Research,95,86,69,77,6,3,6,Doctor
11,Arts,English,Design,Creativity,61,55,52,86,5,1,3,Graphic Designer
12,Science,Mathematics,Technology,Programming,71,79,100,62,9,9,1,Data Scientist
11,Arts,English,Design,Creativity,89,76,85,71,4,2,5,Graphic Designer
11,Arts,History,Writing,Communication,71,69,90,64,6,6,10,Journalist
11,Science,Computer Science,Technology,Analysis,83,43,91,70,3,4,10,Data Scientist
12,Science,Mathematics,Programming,Problem Solving,62,50,69,95,6,3,2,Software Engineer
11,Science,Computer Science,Artificial Intelligence,Programming,78,97,62,80,4,10,6,Data Scientist
11,Arts,History,Government,Research,66,89,83,97,5,7,7,Civil Services
12,Science,Mathematics,Engineering,Mathematics,87,75,63,53,2,3,1,Engineer
12,Science,Mathematics,Engineering,Problem Solving,85,85,67,48,7,2,10,Engineer
12,Commerce,Accountancy,Finance,Mathematics,88,47,94,56,8,8,2,Chartered Accountant
11,Science,Computer Science,Technology,Analysis,87,61,65,80,2,1,7,Data Scientist
11,Commerce,Accountancy,Finance,Analysis,78,94,73,50,10,4,9,Chartered Accountant
12,Commerce,Accountancy,Finance,Analysis,90,60,87,91,7,7,5,Chartered Accountant
12,Arts,English,Writing,Communication,66,63,71,61,4,8,6,Journalist
12,Arts,History,Writing,Writing,91,70,88,90,5,1,5,Journalist
11,Science,Physics,Engineering,Mathematics,84,54,86,75,4,10,8,Engineer
11,Commerce,Business Studies,Management,Communication,75,77,81,82,8,1,4,Business Manager
12,Science,Mathematics,Programming,Problem Solving,57,41,88,62,8,6,4,Software Engineer
11,Arts,English,Writing,Writing,92,46,47,95,10,3,5,Journalist
12,Arts,History,Writing,Communication,69,49,67,84,9,5,8,Journalist
12,Commerce,Accountancy,Finance,Analysis,81,93,61,51,7,7,7,Chartered Accountant
12,Commerce,Business Studies,Business,Communication,65,47,55,60,9,4,8,Business Manager
12,Science,Biology,Healthcare,Communication,86,61,95,53,7,7,6,Doctor
12,Science,Chemistry,Healthcare,Communication,93,84,50,62,9,5,10,Doctor
11,Commerce,Mathematics,Finance,Mathematics,94,84,40,67,4,10,5,Financial Analyst
12,Arts,English,Design,Creativity,55,44,43,69,4,9,3,Graphic Designer
12,Commerce,Business Studies,Management,Leadership,71,86,100,79,2,5,1,Business Manager
11,Science,Mathematics,Artificial Intelligence,Programming,60,70,49,80,5,2,3,Data Scientist
11,Science,Computer Science,Technology,Problem Solving,64,42,63,81,8,8,2,Software Engineer
11,Commerce,Business Studies,Business,Leadership,59,46,67,86,5,5,1,Business Manager
12,Commerce,Mathematics,Finance,Mathematics,74,95,91,40,9,6,7,Financial Analyst
11,Commerce,Accountancy,Finance,Analysis,81,69,77,85,8,1,7,Chartered Accountant
12,Arts,History,Writing,Communication,92,83,80,88,9,6,1,Journalist
11,Commerce,Economics,Finance,Mathematics,56,84,58,98,2,4,8,Financial Analyst
12,Arts,English,Design,Creativity,81,46,44,100,7,5,4,Graphic Designer
11,Arts,English,Design,Creativity,87,71,77,42,7,4,9,Graphic Designer
11,Science,Mathematics,Engineering,Mathematics,87,54,99,71,3,1,6,Engineer
11,Science,Mathematics,Engineering,Mathematics,59,46,92,92,7,7,5,Engineer
12,Commerce,Economics,Finance,Analysis,64,87,69,87,2,3,8,Financial Analyst
12,Commerce,Economics,Finance,Mathematics,66,64,83,67,1,5,9,Chartered Accountant
12,Arts,History,Government,Leadership,98,44,97,89,8,7,7,Civil Services
12,Arts,History,Government,Leadership,81,83,91,45,3,7,3,Civil Services
11,Science,Biology,Healthcare,Research,84,86,52,68,5,3,1,Doctor
11,Arts,English,Writing,Writing,55,84,86,46,2,6,2,Journalist
12,Arts,History,Government,Leadership,83,71,60,80,3,1,2,Civil Services
11,Science,Computer Science,Artificial Intelligence,Programming,92,85,83,55,5,10,7,Data Scientist
11,Arts,English,Design,Creativity,75,69,48,96,1,7,3,Graphic Designer
11,Science,Mathematics,Artificial Intelligence,Analysis,80,60,91,97,10,10,1,Data Scientist
11,Science,Physics,Engineering,Problem Solving,60,63,83,99,9,5,4,Engineer
11,Arts,History,Writing,Communication,62,63,75,50,4,8,2,Journalist
11,Science,Computer Science,Artificial Intelligence,Programming,69,84,48,92,3,10,9,Data Scientist
12,Science,Computer Science,Programming,Problem Solving,74,41,75,50,1,3,7,Software Engineer
12,Commerce,Mathematics,Finance,Analysis,88,82,49,50,5,9,5,Financial Analyst
11,Science,Computer Science,Technology,Problem Solving,98,42,49,42,2,3,2,Software Engineer
11,Arts,History,Writing,Communication,61,70,46,86,10,3,8,Journalist
11,Arts,History,Writing,Writing,67,49,86,68,9,4,8,Journalist
11,Commerce,Business Studies,Business,Leadership,84,71,77,51,10,7,8,Business Manager
12,Science,Mathematics,Artificial Intelligence,Programming,100,42,56,54,6,4,4,Data Scientist
12,Science,Chemistry,Healthcare,Communication,87,45,98,84,5,7,10,Doctor
12,Science,Biology,Healthcare,Research,71,86,99,85,9,2,7,Doctor
12,Science,Mathematics,Technology,Problem Solving,88,49,85,98,10,1,8,Software Engineer
11,Commerce,Business Studies,Business,Communication,98,43,73,54,1,9,7,Business Manager
11,Commerce,Business Studies,Business,Leadership,59,79,56,95,2,5,9,Business Manager
11,Commerce,Business Studies,Business,Leadership,69,40,82,74,2,9,9,Business Manager
11,Arts,English,Writing,Writing,62,44,85,77,1,6,9,Journalist
12,Commerce,Economics,Finance,Mathematics,89,51,97,40,8,9,2,Financial Analyst
12,Commerce,Economics,Finance,Analysis,57,42,94,67,5,9,4,Financial Analyst
12,Commerce,Economics,Finance,Analysis,77,87,84,54,8,7,1,Chartered Accountant
11,Commerce,Economics,Finance,Analysis,65,48,44,46,10,2,2,Financial Analyst
11,Science,Chemistry,Healthcare,Communication,94,81,60,69,7,3,8,Doctor
11,Commerce,Economics,Finance,Mathematics,93,40,97,70,7,6,2,Chartered Accountant
11,Science,Computer Science,Artificial Intelligence,Analysis,84,71,81,72,3,1,1,Data Scientist
11,Science,Mathematics,Technology,Problem Solving,69,94,86,58,6,10,3,Software Engineer
12,Science,Mathematics,Engineering,Mathematics,62,59,49,43,5,8,2,Engineer
11,Science,Mathematics,Programming,Programming,86,40,65,58,5,6,10,Software Engineer
12,Arts,English,Design,Creativity,72,99,47,81,1,9,6,Graphic Designer
11,Arts,History,Government,Leadership,92,100,42,85,4,4,7,Civil Services
12,Commerce,Accountancy,Finance,Analysis,90,84,46,76,8,10,8,Chartered Accountant
11,Arts,English,Writing,Writing,75,63,65,74,9,3,9,Journalist
12,Arts,English,Writing,Writing,56,94,97,92,2,4,5,Journalist
11,Science,Chemistry,Healthcare,Communication,66,84,66,84,5,4,9,Doctor
12,Science,Biology,Healthcare,Communication,67,49,84,77,3,1,3,Doctor
12,Commerce,Economics,Finance,Mathematics,93,47,90,70,6,8,10,Chartered Accountant
11,Arts,English,Design,Creativity,89,71,85,94,6,7,2,Graphic Designer
11,Science,Mathematics,Engineering,Problem Solving,97,67,84,72,1,10,1,Engineer
12,Arts,English,Writing,Writing,95,73,82,78,8,8,2,Journalist
12,Commerce,Economics,Finance,Analysis,93,57,98,60,5,8,5,Financial Analyst
12,Science,Chemistry,Healthcare,Communication,90,69,91,80,8,7,7,Doctor
11,Science,Mathematics,Programming,Programming,87,68,58,45,7,1,4,Software Engineer
11,Science,Chemistry,Healthcare,Research,62,93,48,70,10,5,3,Doctor
11,Arts,English,Design,Creativity,58,83,75,67,10,5,3,Graphic Designer
12,Commerce,Accountancy,Finance,Mathematics,87,43,87,53,1,5,2,Chartered Accountant
12,Arts,History,Writing,Writing,69,86,92,90,1,3,9,Journalist
11,Science,Computer Science,Programming,Problem Solving,83,97,84,86,4,7,3,Software Engineer
11,Science,Mathematics,Engineering,Problem Solving,80,100,94,58,2,5,5,Engineer
11,Science,Mathematics,Artificial Intelligence,Programming,57,66,53,45,10,3,7,Data Scientist
12,Commerce,Business Studies,Management,Communication,95,82,95,90,7,1,8,Business Manager
12,Science,Chemistry,Healthcare,Research,86,49,70,53,3,10,6,Doctor
12,Science,Computer Science,Programming,Problem Solving,64,51,98,95,5,6,6,Software Engineer
12,Commerce,Economics,Finance,Analysis,80,68,58,57,4,5,6,Chartered Accountant
12,Science,Computer Science,Technology,Programming,100,83,80,63,10,6,10,Software Engineer
11,Commerce,Economics,Finance,Analysis,79,50,44,47,4,9,10,Chartered Accountant
11,Science,Computer Science,Programming,Programming,56,96,94,80,4,8,8,Software Engineer
12,Arts,English,Writing,Communication,85,59,56,45,5,3,7,Journalist
12,Science,Mathematics,Technology,Problem Solving,74,53,84,83,10,1,4,Software Engineer
11,Arts,English,Writing,Communication,74,71,60,88,10,10,9,Journalist
12,Science,Physics,Engineering,Mathematics,77,88,52,90,1,5,10,Engineer
12,Arts,English,Design,Creativity,64,44,44,57,4,7,7,Graphic Designer
12,Science,Computer Science,Programming,Programming,73,82,96,70,3,8,6,Software Engineer
11,Commerce,Mathematics,Finance,Analysis,90,45,71,50,4,6,7,Financial Analyst
11,Science,Mathematics,Programming,Programming,90,76,84,74,2,5,9,Software Engineer
12,Science,Computer Science,Programming,Problem Solving,75,66,95,56,7,2,9,Software Engineer
12,Arts,History,Writing,Writing,100,56,71,87,4,7,3,Journalist
12,Commerce,Mathematics,Finance,Analysis,77,99,89,67,6,10,2,Financial Analyst
11,Arts,History,Writing,Communication,58,82,48,66,3,7,6,Journalist
11,Arts,English,Writing,Writing,99,68,40,93,2,2,2,Journalist
12,Science,Biology,Healthcare,Communication,61,98,67,75,5,4,3,Doctor
12,Commerce,Economics,Finance,Mathematics,55,50,82,60,7,9,10,Financial Analyst
12,Arts,Political Science,Government,Research,66,50,68,83,9,5,4,Civil Services
12,Commerce,Business Studies,Business,Communication,77,90,79,69,3,3,2,Business Manager
12,Science,Biology,Healthcare,Research,58,81,54,50,1,1,7,Doctor
11,Arts,Political Science,Government,Leadership,74,41,43,61,4,9,6,Civil Services
11,Arts,History,Writing,Writing,83,53,67,49,1,2,1,Journalist
11,Commerce,Economics,Finance,Mathematics,71,81,59,63,4,8,5,Financial Analyst
11,Commerce,Economics,Finance,Mathematics,80,65,57,100,3,4,4,Financial Analyst
12,Commerce,Mathematics,Finance,Analysis,89,52,50,73,4,1,5,Financial Analyst
11,Arts,English,Writing,Writing,84,90,86,40,6,6,10,Journalist
11,Commerce,Business Studies,Management,Communication,74,45,49,74,2,5,5,Business Manager
11,Commerce,Business Studies,Management,Communication,94,60,61,97,10,8,6,Business Manager
12,Arts,English,Design,Creativity,58,97,97,87,9,8,3,Graphic Designer
11,Arts,English,Design,Creativity,72,47,87,95,7,6,1,Graphic Designer
11,Science,Mathematics,Artificial Intelligence,Programming,98,67,41,70,1,10,3,Data Scientist
12,Commerce,Accountancy,Finance,Mathematics,78,84,96,44,4,7,1,Chartered Accountant
12,Science,Mathematics,Artificial Intelligence,Analysis,95,41,83,95,9,2,6,Data Scientist
11,Commerce,Economics,Finance,Mathematics,60,79,97,51,6,7,6,Chartered Accountant
12,Arts,History,Writing,Communication,87,86,70,88,8,5,4,Journalist
12,Arts,English,Design,Creativity,81,66,43,68,1,1,9,Graphic Designer
12,Arts,English,Design,Creativity,98,54,70,50,1,9,3,Graphic Designer
11,Science,Mathematics,Artificial Intelligence,Programming,58,46,40,59,7,2,4,Data Scientist
12,Commerce,Economics,Finance,Mathematics,70,66,84,91,5,7,2,Financial Analyst
12,Science,Computer Science,Artificial Intelligence,Analysis,84,45,50,84,10,1,9,Data Scientist
12,Commerce,Mathematics,Finance,Mathematics,95,55,74,57,10,5,2,Financial Analyst
11,Science,Mathematics,Artificial Intelligence,Programming,66,93,81,100,7,6,3,Data Scientist
11,Science,Computer Science,Technology,Analysis,72,86,78,62,3,2,8,Data Scientist
11,Arts,History,Writing,Communication,67,57,63,49,4,10,7,Journalist
11,Commerce,Economics,Finance,Analysis,59,58,69,58,9,6,9,Chartered Accountant
11,Science,Computer Science,Artificial Intelligence,Programming,81,41,52,64,5,7,3,Data Scientist
12,Arts,Political Science,Government,Research,74,96,95,47,6,7,9,Civil Services
11,Commerce,Economics,Finance,Mathematics,74,98,75,45,5,8,1,Chartered Accountant
11,Science,Computer Science,Programming,Problem Solving,92,79,84,61,6,6,5,Software Engineer
11,Commerce,Business Studies,Management,Communication,96,46,77,86,3,5,8,Business Manager
12,Commerce,Accountancy,Finance,Analysis,59,55,95,43,4,3,10,Chartered Accountant
11,Science,Mathematics,Engineering,Mathematics,66,81,91,75,1,1,10,Engineer
12,Arts,History,Government,Leadership,96,100,59,61,4,3,1,Civil Services
11,Science,Mathematics,Programming,Problem Solving,55,82,40,91,7,3,3,Software Engineer
12,Science,Biology,Healthcare,Communication,59,63,85,95,8,4,6,Doctor
11,Science,Mathematics,Technology,Analysis,90,58,90,42,2,6,7,Data Scientist
11,Arts,English,Design,Creativity,85,44,68,57,1,7,4,Graphic Designer
11,Science,Biology,Healthcare,Research,98,51,81,79,8,6,3,Doctor
11,Arts,History,Government,Research,69,52,65,55,3,6,2,Civil Services
11,Arts,Political Science,Government,Research,79,98,90,73,2,7,7,Civil Services
11,Commerce,Mathematics,Finance,Analysis,88,79,64,73,9,6,2,Financial Analyst
12,Arts,History,Government,Leadership,59,54,86,40,4,7,10,Civil Services
11,Arts,Political Science,Government,Research,90,58,94,87,9,8,5,Civil Services
11,Arts,History,Writing,Communication,68,57,48,71,3,10,4,Journalist
11,Science,Mathematics,Technology,Programming,81,46,81,86,10,4,5,Data Scientist
12,Science,Physics,Engineering,Mathematics,99,77,75,69,9,5,9,Engineer
11,Arts,English,Writing,Writing,59,43,70,63,3,4,4,Journalist
12,Science,Mathematics,Technology,Programming,71,54,50,98,3,9,9,Data Scientist
12,Science,Mathematics,Artificial Intelligence,Analysis,57,87,75,55,2,6,5,Data Scientist
11,Science,Chemistry,Healthcare,Communication,82,57,59,41,3,5,7,Doctor
11,Science,Mathematics,Programming,Problem Solving,83,84,69,57,10,8,7,Software Engineer
12,Science,Chemistry,Healthcare,Communication,64,79,57,45,5,9,6,Doctor
12,Commerce,Accountancy,Finance,Analysis,62,78,80,82,1,2,3,Chartered Accountant
11,Arts,History,Government,Leadership,66,81,45,79,8,8,6,Civil Services
12,Arts,History,Writing,Writing,66,91,77,63,3,7,6,Journalist
12,Science,Computer Science,Technology,Problem Solving,98,53,82,76,2,10,2,Software Engineer
12,Arts,English,Design,Creativity,82,99,99,86,1,3,7,Graphic Designer
11,Science,Chemistry,Healthcare,Communication,56,48,46,79,1,4,8,Doctor
12,Science,Mathematics,Technology,Programming,92,66,76,84,2,2,2,Data Scientist
12,Arts,English,Writing,Writing,70,48,81,86,3,9,4,Journalist
12,Arts,English,Writing,Communication,77,59,55,81,9,3,4,Journalist
12,Arts,History,Writing,Writing,68,50,51,41,9,5,5,Journalist
11,Arts,English,Design,Creativity,60,56,100,47,5,1,3,Graphic Designer
11,Commerce,Economics,Finance,Analysis,69,52,78,92,10,1,6,Chartered Accountant
12,Science,Computer Science,Technology,Programming,78,46,69,41,10,5,10,Software Engineer
11,Arts,English,Writing,Writing,78,45,85,100,5,7,5,Journalist
11,Commerce,Mathematics,Finance,Mathematics,91,64,51,51,1,4,1,Financial Analyst
12,Science,Physics,Engineering,Mathematics,89,43,82,63,9,10,9,Engineer
12,Commerce,Economics,Finance,Mathematics,62,42,97,93,9,8,9,Chartered Accountant
11,Science,Biology,Healthcare,Communication,76,100,73,59,5,6,4,Doctor
11,Science,Computer Science,Technology,Analysis,75,54,93,78,10,7,8,Data Scientist
12,Commerce,Economics,Finance,Mathematics,69,43,45,54,9,3,10,Chartered Accountant
11,Science,Mathematics,Engineering,Problem Solving,99,46,51,96,7,3,8,Engineer
12,Commerce,Business Studies,Management,Leadership,91,78,45,45,1,3,9,Business Manager
11,Arts,English,Writing,Writing,61,43,80,79,6,2,6,Journalist
12,Commerce,Business Studies,Business,Communication,92,52,83,57,1,10,5,Business Manager
12,Arts,History,Government,Leadership,57,42,61,72,8,7,3,Civil Services
12,Commerce,Business Studies,Management,Communication,72,41,87,67,7,2,1,Business Manager
12,Arts,English,Design,Creativity,72,55,96,44,4,1,9,Graphic Designer
11,Arts,English,Writing,Communication,74,63,70,95,3,8,2,Journalist
11,Arts,English,Design,Creativity,99,81,96,51,9,1,6,Graphic Designer
12,Science,Physics,Engineering,Mathematics,66,49,48,72,8,9,2,Engineer
12,Arts,History,Writing,Writing,64,78,85,80,7,5,8,Journalist
11,Commerce,Economics,Finance,Mathematics,57,47,45,67,7,1,9,Chartered Accountant
11,Arts,History,Government,Research,81,80,47,70,7,10,3,Civil Services
12,Science,Computer Science,Programming,Programming,93,90,44,97,9,5,2,Software Engineer
12,Science,Computer Science,Programming,Programming,85,79,46,54,3,6,3,Software Engineer
12,Commerce,Business Studies,Business,Leadership,88,52,62,91,8,4,7,Business Manager
12,Science,Mathematics,Technology,Programming,79,68,95,82,7,3,2,Software Engineer
12,Science,Mathematics,Technology,Programming,83,44,87,55,8,6,5,Data Scientist
11,Arts,English,Design,Creativity,60,74,87,88,4,10,5,Graphic Designer
12,Arts,English,Design,Creativity,82,77,61,82,2,9,1,Graphic Designer
11,Science,Biology,Healthcare,Communication,74,91,74,90,2,2,3,Doctor
11,Arts,English,Design,Creativity,57,72,79,73,6,8,8,Graphic Designer
11,Science,Physics,Engineering,Mathematics,77,42,90,63,3,9,5,Engineer
11,Science,Mathematics,Programming,Problem Solving,90,86,72,70,5,7,8,Software Engineer
11,Arts,Political Science,Government,Leadership,66,83,67,74,3,7,8,Civil Services
12,Science,Chemistry,Healthcare,Research,57,51,40,48,5,1,6,Doctor
11,Science,Computer Science,Technology,Programming,56,66,81,78,9,4,9,Software Engineer
12,Commerce,Economics,Finance,Analysis,96,55,95,42,9,8,3,Financial Analyst
12,Commerce,Mathematics,Finance,Analysis,56,92,56,60,8,10,4,Financial Analyst
11,Commerce,Business Studies,Management,Leadership,87,67,98,64,3,6,5,Business Manager
12,Arts,History,Writing,Writing,66,81,70,70,2,5,10,Journalist
11,Science,Computer Science,Technology,Analysis,99,44,82,63,6,4,9,Data Scientist
11,Arts,English,Writing,Writing,71,81,61,87,2,10,10,Journalist
12,Science,Computer Science,Programming,Programming,81,83,100,75,2,9,5,Software Engineer
11,Commerce,Economics,Finance,Analysis,73,83,95,40,4,5,10,Financial Analyst
12,Science,Mathematics,Programming,Problem Solving,56,93,56,78,4,10,4,Software Engineer
12,Commerce,Economics,Finance,Analysis,59,90,44,82,5,1,2,Chartered Accountant
11,Commerce,Accountancy,Finance,Mathematics,74,94,95,50,5,6,4,Chartered Accountant
11,Science,Computer Science,Technology,Problem Solving,98,93,64,51,7,3,8,Software Engineer
12,Science,Chemistry,Healthcare,Communication,82,87,82,74,6,2,7,Doctor
12,Science,Chemistry,Healthcare,Research,64,83,73,71,4,5,1,Doctor
11,Science,Chemistry,Healthcare,Research,78,46,80,51,5,3,4,Doctor
12,Science,Physics,Engineering,Mathematics,89,99,90,45,6,9,9,Engineer
12,Arts,History,Writing,Communication,92,61,83,92,5,9,1,Journalist
11,Commerce,Business Studies,Management,Communication,89,53,76,46,3,9,2,Business Manager
11,Commerce,Mathematics,Finance,Mathematics,95,83,58,43,7,3,2,Financial Analyst
11,Commerce,Mathematics,Finance,Analysis,58,48,93,63,9,10,4,Financial Analyst
11,Arts,English,Writing,Writing,80,98,83,100,9,2,10,Journalist
12,Commerce,Business Studies,Business,Communication,77,72,62,47,4,3,9,Business Manager
12,Commerce,Economics,Finance,Analysis,87,60,85,49,2,2,5,Chartered Accountant
11,Arts,English,Design,Creativity,57,73,82,64,9,8,7,Graphic Designer
12,Science,Chemistry,Healthcare,Research,58,45,43,94,5,2,9,Doctor
12,Arts,English,Design,Creativity,68,62,78,79,5,6,5,Graphic Designer
11,Science,Biology,Healthcare,Research,68,96,53,87,6,8,4,Doctor
12,Arts,English,Design,Creativity,73,72,59,98,4,9,10,Graphic Designer
12,Arts,English,Design,Creativity,94,62,61,44,1,7,9,Graphic Designer
11,Science,Computer Science,Technology,Analysis,89,97,46,88,4,5,3,Data Scientist
11,Commerce,Economics,Finance,Mathematics,96,80,94,57,4,8,5,Financial Analyst
12,Commerce,Mathematics,Finance,Analysis,93,52,91,64,10,2,1,Financial Analyst
12,Science,Mathematics,Technology,Programming,75,80,64,84,6,3,8,Software Engineer
12,Commerce,Accountancy,Finance,Mathematics,69,90,84,79,9,6,10,Chartered Accountant
12,Arts,English,Design,Creativity,57,62,56,89,7,1,2,Graphic Designer
12,Commerce,Mathematics,Finance,Mathematics,91,93,100,56,10,1,3,Financial Analyst
11,Science,Mathematics,Technology,Problem Solving,86,88,78,99,7,7,1,Software Engineer
12,Commerce,Business Studies,Business,Communication,94,73,94,73,1,10,9,Business Manager
12,Arts,English,Writing,Writing,65,60,54,100,10,6,3,Journalist
12,Commerce,Business Studies,Business,Leadership,93,45,86,43,8,8,8,Business Manager
12,Arts,Political Science,Government,Research,97,50,40,73,10,3,1,Civil Services
11,Commerce,Economics,Finance,Mathematics,66,66,53,91,7,6,9,Chartered Accountant
11,Commerce,Mathematics,Finance,Mathematics,87,70,55,74,4,9,4,Financial Analyst
11,Science,Biology,Healthcare,Research,99,78,57,96,7,2,1,Doctor
12,Commerce,Business Studies,Business,Communication,86,100,51,84,4,10,1,Business Manager
11,Arts,English,Writing,Writing,85,57,82,43,1,3,3,Journalist
12,Commerce,Mathematics,Finance,Mathematics,58,87,58,62,10,2,7,Financial Analyst
11,Science,Computer Science,Programming,Programming,76,62,48,86,1,3,5,Software Engineer
11,Arts,History,Writing,Communication,75,100,89,80,3,6,9,Journalist
12,Arts,History,Government,Leadership,90,51,92,92,10,7,1,Civil Services
11,Arts,History,Writing,Communication,58,68,49,83,8,6,2,Journalist
12,Commerce,Business Studies,Business,Leadership,76,67,70,68,5,8,3,Business Manager
12,Science,Mathematics,Programming,Programming,81,70,54,62,1,4,9,Software Engineer
12,Arts,English,Writing,Communication,63,91,80,61,4,3,10,Journalist
11,Science,Mathematics,Engineering,Mathematics,94,64,98,51,3,6,6,Engineer
12,Commerce,Economics,Finance,Analysis,72,98,77,99,5,4,6,Chartered Accountant
