name,age,stream,math_score,science_score,english_score,computer_score,attendance,family_income,study_hours,financial_problem,mental_stress,internet_access,parental_support,recommended_career,dropout_risk
Student_1557,21,Arts,66,39,60,92,99,High,6,Yes,High,Yes,Low,Graphic Designer,Medium
Student_1558,18,Arts,68,89,91,59,54,High,4,No,Medium,No,Medium,Doctor,Medium
Student_1559,22,Arts,62,98,100,65,70,Medium,8,Yes,Low,No,Medium,Doctor,Medium
Student_1560,20,Science,76,85,70,47,82,Low,5,No,Low,Yes,High,Doctor,Low
Student_1561,21,Arts,63,88,94,74,76,High,9,Yes,Medium,No,High,Doctor,Medium
Student_1562,22,Commerce,57,87,37,96,46,Low,6,Yes,Low,Yes,High,Doctor,Medium
Student_1563,18,Commerce,99,80,72,58,48,Low,5,No,High,No,Low,Business Manager,High
Student_1564,22,Science,68,77,52,59,51,High,2,No,Medium,No,High,Mechanical Engineer,Medium
Student_1565,16,Commerce,71,38,59,79,62,High,9,No,Medium,No,Medium,Data Scientist,Low
Student_1566,22,Arts,90,48,46,35,49,Medium,1,No,Low,No,Low,Mechanical Engineer,High
Student_1567,21,Commerce,47,76,67,58,55,Medium,7,No,Medium,Yes,Medium,Business Manager,Low
Student_1568,20,Commerce,57,38,55,61,77,Low,1,Yes,Low,Yes,Low,Business Manager,Medium
Student_1569,17,Science,89,59,46,58,51,Medium,3,No,Low,No,Medium,Mechanical Engineer,Medium
Student_1570,18,Science,74,83,44,30,76,Medium,10,Yes,Medium,Yes,High,Doctor,Low
Student_1571,17,Arts,58,49,35,31,55,Low,2,No,Medium,Yes,Medium,Mechanical Engineer,Medium
Student_1572,22,Commerce,75,70,39,74,94,Low,10,No,Medium,Yes,Medium,Business Manager,Low
Student_1573,18,Arts,72,94,64,41,59,Medium,10,No,High,No,Low,Doctor,High
Student_1574,19,Commerce,77,69,93,72,65,Medium,5,Yes,Low,No,Low,Business Manager,Medium
Student_1575,16,Science,53,83,48,90,54,Medium,8,No,Medium,Yes,Low,Doctor,Medium
Student_1576,20,Commerce,53,89,50,76,90,Low,7,Yes,High,No,High,Doctor,Medium
Student_1577,17,Science,52,43,81,91,53,High,8,Yes,Low,No,Medium,Graphic Designer,Medium
Student_1578,20,Science,87,67,97,90,43,Medium,5,No,Medium,Yes,Medium,Data Scientist,Low
Student_1579,16,Science,46,60,85,55,72,High,7,No,Low,Yes,Low,Mechanical Engineer,Low
Student_1580,22,Arts,43,91,80,66,96,High,7,Yes,Low,Yes,High,Doctor,Low
Student_1581,22,Arts,72,49,37,57,77,Low,2,No,Medium,No,Low,Mechanical Engineer,Medium
Student_1582,22,Science,90,38,66,76,88,High,4,No,Medium,No,High,Data Scientist,Low
Student_1583,22,Arts,44,47,77,43,61,Medium,3,Yes,High,No,Low,Lawyer,High
Student_1584,21,Commerce,99,65,42,78,94,Medium,2,Yes,Medium,No,High,Data Scientist,Medium
Student_1585,19,Arts,61,96,86,49,53,Medium,6,No,Medium,Yes,High,Doctor,Low
Student_1586,17,Science,71,67,69,73,87,Low,4,No,Medium,No,Medium,Graphic Designer,Low
Student_1587,18,Commerce,89,39,91,94,86,Low,9,No,Low,No,Low,Software Engineer,Low
Student_1588,20,Arts,35,82,70,73,84,Low,9,No,Medium,Yes,Low,Doctor,Low
Student_1589,16,Science,85,64,91,92,64,High,2,No,High,No,Medium,Software Engineer,Medium
Student_1590,22,Arts,73,55,53,53,40,Medium,7,Yes,High,Yes,High,Mechanical Engineer,High
Student_1591,20,Science,98,62,47,91,83,Medium,3,No,Medium,No,High,Software Engineer,Low
Student_1592,17,Science,97,62,48,68,100,Medium,5,Yes,High,Yes,High,Mechanical Engineer,Medium
Student_1593,19,Commerce,68,40,98,84,92,Medium,9,Yes,High,Yes,Medium,Business Manager,Medium
Student_1594,18,Arts,48,62,79,46,48,High,10,No,High,No,Low,Teacher,High
Student_1595,19,Commerce,78,68,59,49,57,High,5,No,Low,No,High,Business Manager,Medium
Student_1596,19,Science,43,56,98,91,83,Medium,3,No,Low,Yes,High,Graphic Designer,Low
Student_1597,21,Science,57,95,98,81,69,Medium,9,Yes,High,Yes,Low,Doctor,Medium
Student_1598,22,Arts,40,80,87,48,66,High,1,Yes,High,Yes,Medium,Lawyer,High
Student_1599,16,Arts,55,57,99,47,63,High,8,No,Medium,No,Low,Teacher,Low
Student_1600,21,Science,66,58,69,52,81,Medium,1,Yes,High,Yes,Medium,Mechanical Engineer,High
Student_1601,19,Commerce,64,82,44,92,67,Low,5,No,Low,Yes,Medium,Doctor,Low
Student_1602,16,Arts,91,38,77,100,98,Low,3,Yes,Low,Yes,High,Software Engineer,Low
Student_1603,19,Arts,61,83,98,38,72,High,6,No,Medium,Yes,Medium,Doctor,Low
Student_1604,22,Science,72,35,74,54,48,High,6,No,Medium,Yes,High,Mechanical Engineer,Low
Student_1605,18,Arts,52,70,36,98,74,Low,5,Yes,Low,No,Low,Graphic Designer,Medium
Student_1606,18,Science,76,50,44,83,78,Low,9,No,High,Yes,Medium,Data Scientist,Low
Student_1607,19,Arts,55,80,40,60,72,Medium,6,Yes,High,No,Low,Mechanical Engineer,High
Student_1608,18,Arts,90,59,48,71,72,Low,4,Yes,Low,Yes,High,Graphic Designer,Low
Student_1609,22,Arts,81,87,41,100,87,Low,1,No,Medium,No,High,Data Scientist,Medium
Student_1610,21,Arts,55,73,44,30,70,Low,9,No,Medium,No,Medium,Mechanical Engineer,Low
Student_1611,22,Commerce,62,88,48,42,66,High,5,Yes,Low,No,High,Doctor,Medium
Student_1612,16,Arts,80,73,82,43,81,High,4,No,Medium,Yes,Medium,Teacher,Low
Student_1613,17,Commerce,56,39,89,69,75,Medium,7,Yes,Medium,Yes,Low,Business Manager,Medium
Student_1614,17,Commerce,88,64,99,59,55,Medium,6,Yes,Low,No,High,Business Manager,Medium
Student_1615,18,Arts,42,82,36,72,40,High,8,No,Low,Yes,Low,Doctor,Medium
Student_1616,21,Commerce,80,41,80,78,71,Low,6,Yes,High,Yes,Medium,Data Scientist,Medium
Student_1617,18,Science,93,87,93,58,60,High,4,Yes,Medium,Yes,Medium,Doctor,Low
Student_1618,18,Arts,92,100,91,48,64,High,6,No,Medium,Yes,Low,Doctor,Low
Student_1619,19,Commerce,51,54,89,32,70,High,2,No,Medium,Yes,Low,Business Manager,Medium
Student_1620,17,Arts,80,56,40,90,85,High,5,No,Low,No,Medium,Data Scientist,Low
Student_1621,22,Science,42,71,82,78,75,Low,6,No,Medium,No,High,Graphic Designer,Low
Student_1622,22,Commerce,63,83,69,45,50,High,8,No,High,No,Low,Doctor,High
Student_1623,16,Commerce,89,66,39,92,69,Low,10,Yes,Low,No,High,Software Engineer,Medium
Student_1624,21,Science,45,54,86,38,68,Medium,4,No,Low,Yes,Medium,Mechanical Engineer,Low
Student_1625,17,Science,79,44,43,61,60,Low,7,Yes,High,No,Medium,Mechanical Engineer,Medium
Student_1626,20,Arts,56,96,36,57,90,Low,7,Yes,Low,No,Medium,Doctor,Medium
Student_1627,16,Science,94,55,40,92,53,High,10,No,Low,Yes,High,Software Engineer,Low
Student_1628,17,Arts,57,48,41,64,53,Medium,1,Yes,Low,Yes,High,Mechanical Engineer,High
Student_1629,22,Commerce,74,52,48,60,49,Low,2,No,High,Yes,Medium,Business Manager,High
Student_1630,18,Arts,53,82,88,39,52,Low,8,Yes,High,No,Low,Doctor,High
Student_1631,22,Science,63,42,78,85,84,High,4,No,Medium,Yes,Medium,Graphic Designer,Low
Student_1632,20,Commerce,81,45,35,79,77,Low,8,No,Low,Yes,High,Data Scientist,Low
Student_1633,17,Science,45,36,84,50,98,High,8,Yes,Medium,No,Low,Mechanical Engineer,Medium
Student_1634,16,Science,89,77,77,100,61,Low,10,No,Low,Yes,Medium,Software Engineer,Low
Student_1635,21,Science,62,48,89,56,83,Low,10,Yes,Low,No,Medium,Mechanical Engineer,Medium
Student_1636,19,Commerce,60,41,53,50,95,Medium,6,No,High,No,Medium,Business Manager,Medium
Student_1637,20,Arts,60,68,55,47,50,Low,9,Yes,Low,No,High,Mechanical Engineer,Medium
Student_1638,19,Arts,93,66,65,44,96,Low,5,No,Medium,Yes,Low,Mechanical Engineer,Low
Student_1639,18,Commerce,49,53,96,40,66,Low,9,No,High,Yes,Low,Business Manager,Medium
Student_1640,16,Commerce,43,77,95,90,45,Medium,6,Yes,Medium,No,Medium,Business Manager,Medium
Student_1641,18,Science,75,48,90,62,76,Low,8,No,High,Yes,Medium,Mechanical Engineer,Low
Student_1642,20,Commerce,63,82,84,94,51,Medium,1,No,Low,No,Medium,Doctor,Medium
Student_1643,21,Science,75,44,77,68,60,Medium,5,No,High,Yes,Low,Mechanical Engineer,Medium
Student_1644,22,Science,84,83,90,46,97,Medium,10,No,Medium,Yes,Medium,Doctor,Low
Student_1645,16,Commerce,57,65,81,42,51,Medium,2,No,Medium,Yes,Medium,Business Manager,Medium
Student_1646,20,Science,60,94,60,46,84,Medium,1,Yes,Medium,Yes,Low,Doctor,Medium
Student_1647,17,Science,78,38,53,78,66,Medium,3,Yes,Low,No,High,Software Engineer,Medium
Student_1648,20,Arts,42,36,65,40,66,Low,6,No,Medium,Yes,High,Mechanical Engineer,Low
Student_1649,16,Science,53,41,72,79,99,Low,7,No,Medium,No,Medium,Graphic Designer,Low
Student_1650,21,Arts,83,90,39,100,79,Medium,3,Yes,Medium,Yes,High,Software Engineer,Low
Student_1651,22,Science,81,74,54,92,45,High,6,Yes,High,Yes,Low,Software Engineer,High
Student_1652,16,Arts,83,76,99,56,94,High,1,Yes,High,Yes,Medium,Teacher,High
Student_1653,18,Commerce,90,95,36,37,57,Medium,2,No,High,No,High,Doctor,High
Student_1654,19,Science,92,71,70,36,86,High,1,No,High,Yes,High,Mechanical Engineer,Medium
Student_1655,18,Commerce,49,49,53,89,68,Medium,6,No,Low,Yes,Low,Business Manager,Low
Student_1656,21,Arts,54,60,71,55,43,Low,10,No,High,No,High,Mechanical Engineer,Medium
Student_1657,16,Arts,41,80,95,96,67,High,4,Yes,Low,No,Low,Lawyer,Medium
Student_1658,18,Science,97,79,39,34,58,High,5,No,Medium,No,High,Mechanical Engineer,Medium
Student_1659,17,Commerce,88,80,70,90,99,High,7,No,Medium,Yes,Low,Software Engineer,Low
Student_1660,16,Science,39,46,55,95,70,Low,1,Yes,High,Yes,High,Graphic Designer,High
Student_1661,22,Science,90,44,57,77,49,Medium,9,Yes,High,No,Low,Data Scientist,High
Student_1662,22,Arts,39,55,83,86,55,High,9,Yes,High,Yes,Medium,Teacher,High
Student_1663,16,Commerce,52,81,36,74,84,High,6,No,Medium,No,Medium,Doctor,Low
Student_1664,16,Commerce,57,91,69,35,54,Low,3,Yes,High,No,Medium,Doctor,High
Student_1665,19,Science,82,90,52,42,92,Low,5,No,Low,Yes,High,Doctor,Low
Student_1666,17,Science,97,73,37,45,56,Low,3,No,High,Yes,Medium,Mechanical Engineer,Medium
Student_1667,20,Arts,39,62,84,54,89,High,9,Yes,Medium,No,High,Teacher,Medium
Student_1668,16,Commerce,43,57,78,91,51,Low,9,Yes,Medium,No,Medium,Business Manager,Medium
Student_1669,21,Commerce,44,43,40,87,85,Medium,1,No,Medium,No,High,Business Manager,Medium
Student_1670,21,Arts,77,89,97,33,73,Low,4,Yes,High,Yes,Low,Doctor,Medium
Student_1671,17,Science,80,99,61,94,47,Medium,8,No,Medium,Yes,Medium,Software Engineer,Low
Student_1672,16,Science,51,48,83,81,51,Medium,7,Yes,High,No,High,Graphic Designer,High
Student_1673,16,Commerce,99,58,53,95,82,High,4,No,Low,No,Low,Software Engineer,Low
Student_1674,21,Science,99,94,36,76,87,High,2,Yes,Low,Yes,Medium,Software Engineer,Medium
Student_1675,22,Arts,37,72,91,42,45,Low,8,No,Low,No,High,Teacher,Medium
Student_1676,16,Science,49,52,48,43,75,Low,6,Yes,High,Yes,High,Mechanical Engineer,Medium
Student_1677,17,Arts,73,68,74,70,100,Low,7,Yes,Low,Yes,Low,Mechanical Engineer,Medium
Student_1678,16,Arts,77,75,77,90,93,High,9,No,Medium,Yes,Medium,Data Scientist,Low
Student_1679,19,Commerce,87,87,57,99,97,High,7,Yes,High,No,High,Data Scientist,Medium
Student_1680,21,Arts,67,39,94,75,60,Low,6,No,Medium,Yes,Medium,Lawyer,Low
Student_1681,22,Commerce,38,97,77,84,68,Medium,3,No,Low,Yes,High,Doctor,Low
Student_1682,21,Commerce,81,36,37,98,48,Low,8,No,High,No,Low,Data Scientist,High
Student_1683,20,Science,35,87,70,93,75,Medium,4,No,High,No,Medium,Doctor,Medium
Student_1684,20,Science,40,67,98,42,41,High,1,Yes,Low,Yes,High,Mechanical Engineer,High
Student_1685,20,Science,39,83,50,65,60,High,1,No,High,Yes,Medium,Doctor,Medium
Student_1686,22,Commerce,91,71,56,58,48,Low,10,No,High,No,Medium,Business Manager,Medium
Student_1687,18,Commerce,87,63,51,84,78,High,2,No,High,No,High,Data Scientist,Medium
Student_1688,19,Science,61,47,79,74,40,High,3,Yes,Low,Yes,Low,Graphic Designer,Medium
Student_1689,22,Commerce,51,82,87,95,82,Medium,10,Yes,Medium,No,Low,Doctor,Medium
Student_1690,19,Commerce,39,83,78,44,74,High,9,No,Medium,Yes,Medium,Doctor,Low
Student_1691,21,Science,56,82,77,52,93,Low,7,Yes,High,No,Medium,Doctor,Medium
Student_1692,16,Commerce,56,90,87,98,68,High,10,Yes,High,No,High,Doctor,Medium
Student_1693,19,Arts,62,35,98,67,84,Medium,9,Yes,Low,No,High,Teacher,Medium
Student_1694,20,Commerce,83,78,96,78,84,Low,10,Yes,High,No,High,Software Engineer,Medium
Student_1695,17,Arts,47,75,92,66,60,Low,9,No,Low,Yes,Medium,Teacher,Low
Student_1696,19,Commerce,98,75,51,54,53,High,8,No,Medium,No,Low,Business Manager,Medium
Student_1697,19,Commerce,62,82,37,61,94,Low,10,Yes,High,Yes,Low,Doctor,Medium
Student_1698,16,Arts,75,62,82,67,76,High,4,Yes,Low,No,High,Teacher,Medium
Student_1699,17,Commerce,42,100,60,31,81,Medium,8,Yes,Low,Yes,High,Doctor,Low
Student_1700,20,Commerce,35,91,84,42,100,Medium,6,No,High,No,Medium,Doctor,Medium
Student_1701,17,Science,80,45,95,43,70,High,3,No,High,No,Medium,Mechanical Engineer,Medium
Student_1702,16,Arts,41,67,75,70,77,High,3,Yes,Medium,Yes,Low,Mechanical Engineer,Medium
Student_1703,18,Arts,91,81,82,93,98,High,8,Yes,High,Yes,Medium,Data Scientist,Medium
Student_1704,22,Arts,38,53,84,50,79,High,8,No,Low,Yes,High,Teacher,Low
Student_1705,17,Arts,74,68,37,81,92,Low,4,Yes,High,Yes,Medium,Data Scientist,Medium
Student_1706,18,Science,66,83,67,90,53,Medium,2,No,Medium,No,Medium,Doctor,Medium
Student_1707,21,Science,87,56,49,77,86,High,9,Yes,Low,Yes,Medium,Data Scientist,Low
Student_1708,21,Commerce,71,53,77,92,40,High,6,No,Medium,Yes,Low,Data Scientist,Medium
Student_1709,22,Commerce,54,50,98,85,70,Low,3,No,Low,Yes,Medium,Business Manager,Low
Student_1710,22,Arts,41,88,56,64,95,Medium,7,No,Medium,Yes,High,Doctor,Low
Student_1711,21,Commerce,47,52,71,46,90,Low,10,Yes,Low,Yes,Medium,Business Manager,Low
Student_1712,17,Commerce,99,94,55,91,77,Low,7,No,Low,Yes,Medium,Software Engineer,Low
Student_1713,20,Commerce,90,94,70,33,43,Low,9,No,High,No,Low,Doctor,High
Student_1714,22,Science,77,66,66,63,49,High,1,No,High,No,Low,Mechanical Engineer,High
Student_1715,16,Commerce,75,74,82,62,57,High,10,Yes,Medium,No,Medium,Business Manager,Medium
Student_1716,16,Science,68,35,79,82,57,Low,10,Yes,High,No,Low,Graphic Designer,High
Student_1717,19,Arts,51,83,60,48,80,Low,4,No,Low,Yes,High,Doctor,Low
Student_1718,17,Commerce,57,41,95,82,95,Low,7,Yes,High,No,Low,Business Manager,High
Student_1719,19,Arts,69,91,60,82,64,Low,6,No,Low,No,Low,Doctor,Low
Student_1720,17,Arts,46,84,99,78,88,Medium,2,Yes,Low,No,Low,Doctor,High
Student_1721,19,Science,59,82,37,55,58,High,8,No,High,No,Medium,Doctor,Medium
Student_1722,22,Science,42,43,62,62,72,High,8,Yes,Medium,No,Medium,Mechanical Engineer,Medium
Student_1723,16,Commerce,56,93,59,73,57,High,2,Yes,High,No,High,Doctor,High
Student_1724,18,Arts,65,46,80,56,54,Low,5,Yes,Low,No,Low,Lawyer,High
Student_1725,21,Commerce,60,44,89,97,99,High,6,Yes,High,No,High,Business Manager,Medium
Student_1726,16,Science,87,86,100,38,44,Medium,2,Yes,Low,No,Low,Doctor,High
Student_1727,18,Science,77,54,65,66,85,High,3,Yes,High,Yes,Medium,Mechanical Engineer,Medium
Student_1728,16,Arts,86,91,36,93,68,Low,5,No,Low,No,Medium,Software Engineer,Low
Student_1729,16,Science,59,83,94,80,94,High,4,No,Low,No,High,Doctor,Low
Student_1730,16,Science,93,43,35,35,64,Medium,9,No,High,Yes,Medium,Mechanical Engineer,Low
Student_1731,21,Commerce,44,77,58,52,44,Medium,7,No,Low,No,Low,Business Manager,Medium
Student_1732,18,Science,95,66,65,40,43,Low,10,No,Low,Yes,Medium,Mechanical Engineer,Low
Student_1733,17,Commerce,42,57,76,68,66,Low,1,Yes,Medium,Yes,Medium,Business Manager,Medium
Student_1734,16,Science,35,72,51,78,91,High,8,Yes,Low,No,Low,Graphic Designer,Medium
Student_1735,22,Commerce,70,52,37,50,52,Medium,4,No,Medium,Yes,Medium,Business Manager,Low
Student_1736,20,Science,58,43,71,82,82,Low,10,Yes,Medium,No,Medium,Graphic Designer,Medium
Student_1737,20,Commerce,37,75,61,41,67,Low,9,Yes,Low,No,Medium,Business Manager,Medium
Student_1738,21,Commerce,76,58,61,45,87,Medium,5,No,Medium,Yes,Low,Business Manager,Low
Student_1739,16,Science,72,98,96,73,51,Medium,3,No,High,No,Medium,Doctor,Medium
Student_1740,18,Science,42,94,48,42,43,Low,3,Yes,High,No,Low,Doctor,High
Student_1741,16,Commerce,81,97,75,99,62,Low,8,No,High,Yes,Low,Software Engineer,Medium
Student_1742,18,Commerce,98,64,40,83,49,High,4,Yes,Medium,Yes,Medium,Data Scientist,Medium
Student_1743,17,Arts,46,48,62,54,42,High,2,No,Low,Yes,Low,Mechanical Engineer,Medium
Student_1744,17,Commerce,52,40,46,56,49,High,3,Yes,Medium,No,High,Business Manager,Medium
Student_1745,22,Arts,83,56,92,36,76,High,5,Yes,Low,Yes,High,Lawyer,Low
Student_1746,19,Science,61,89,76,61,80,Low,1,Yes,High,Yes,Low,Doctor,High
Student_1747,21,Commerce,65,59,74,61,97,Medium,1,No,Low,No,High,Business Manager,Medium
Student_1748,21,Science,59,70,88,53,74,Medium,2,Yes,Medium,No,Medium,Mechanical Engineer,Medium
Student_1749,17,Arts,35,71,38,57,93,Low,3,No,Medium,No,Low,Mechanical Engineer,Low
Student_1750,17,Arts,81,74,46,34,54,Medium,7,No,High,Yes,Medium,Mechanical Engineer,Medium
Student_1751,19,Commerce,74,35,96,93,93,Medium,7,No,High,No,Medium,Data Scientist,Medium
Student_1752,18,Science,49,78,62,37,46,Medium,2,No,Low,No,Medium,Mechanical Engineer,Medium
Student_1753,17,Science,85,90,43,68,41,Low,3,No,Medium,Yes,Medium,Doctor,Low
Student_1754,20,Science,65,35,69,32,97,Medium,8,No,Low,No,Low,Mechanical Engineer,Low
Student_1755,22,Commerce,49,70,63,34,77,Low,5,No,Medium,Yes,Low,Business Manager,Low
Student_1756,17,Arts,63,62,73,97,58,Low,2,Yes,Low,Yes,High,Graphic Designer,High
Student_1757,22,Commerce,81,41,89,85,79,Medium,4,Yes,Medium,Yes,Medium,Software Engineer,Low
Student_1758,19,Commerce,94,50,70,88,52,Medium,2,Yes,High,No,Medium,Software Engineer,High
Student_1759,20,Commerce,88,44,80,80,68,Medium,8,No,High,Yes,High,Software Engineer,Low
Student_1760,19,Commerce,96,39,36,96,69,Low,10,Yes,Low,No,High,Data Scientist,Medium
Student_1761,20,Science,44,37,43,82,82,Low,2,No,High,No,Low,Graphic Designer,High
Student_1762,20,Science,68,51,53,58,76,Medium,10,No,Medium,Yes,Low,Mechanical Engineer,Low
Student_1763,18,Commerce,95,35,47,63,59,High,5,No,Medium,No,Low,Business Manager,Medium
Student_1764,16,Science,42,37,73,70,70,High,1,No,High,No,Low,Mechanical Engineer,High
Student_1765,21,Arts,93,78,93,99,70,Medium,6,Yes,Medium,Yes,Low,Software Engineer,Medium
Student_1766,22,Commerce,90,60,90,34,52,High,6,No,Low,No,High,Business Manager,Medium
Student_1767,17,Arts,97,51,85,39,79,High,5,Yes,Medium,Yes,Medium,Teacher,Low
Student_1768,18,Arts,84,43,63,38,62,Low,10,No,Low,Yes,Low,Mechanical Engineer,Low
Student_1769,18,Commerce,80,76,85,34,66,High,10,No,High,No,Low,Business Manager,Medium
Student_1770,21,Arts,87,43,63,37,84,High,4,No,Low,Yes,High,Mechanical Engineer,Low
Student_1771,20,Commerce,42,64,47,77,94,Low,5,No,Low,Yes,High,Business Manager,Low
Student_1772,19,Commerce,92,49,98,34,75,Medium,5,Yes,Medium,No,Medium,Business Manager,Medium
Student_1773,17,Commerce,71,81,68,94,61,High,4,Yes,Medium,No,High,Data Scientist,Medium
Student_1774,17,Science,44,85,63,73,61,Low,4,No,High,No,Medium,Doctor,Medium
Student_1775,18,Science,59,48,45,85,46,High,4,No,Medium,No,High,Graphic Designer,Medium
Student_1776,17,Commerce,56,45,54,40,76,High,2,Yes,High,No,Low,Business Manager,High
Student_1777,16,Commerce,68,57,38,57,79,Low,9,No,High,No,High,Business Manager,Medium
Student_1778,19,Arts,40,68,44,74,94,Low,5,No,Low,Yes,Low,Graphic Designer,Low
Student_1779,21,Commerce,84,55,37,67,88,Low,4,Yes,Low,Yes,Low,Business Manager,Medium
Student_1780,22,Science,67,47,81,96,49,Low,7,Yes,Low,Yes,Medium,Graphic Designer,Medium
Student_1781,21,Commerce,38,56,57,88,52,Low,8,No,High,Yes,High,Business Manager,Medium
Student_1782,17,Science,62,90,95,60,81,High,10,No,Medium,Yes,Low,Doctor,Low
Student_1783,16,Arts,82,95,40,93,65,Low,9,Yes,Low,No,Medium,Data Scientist,Medium
Student_1784,19,Science,42,84,62,77,43,Low,7,Yes,Low,No,High,Doctor,Medium
Student_1785,16,Commerce,63,91,94,89,40,Medium,1,No,Medium,Yes,Medium,Doctor,Medium
Student_1786,18,Commerce,88,56,79,34,100,High,7,Yes,High,Yes,High,Business Manager,Medium
Student_1787,18,Commerce,65,52,78,63,90,Medium,7,Yes,Medium,No,High,Business Manager,Medium
Student_1788,16,Arts,66,54,40,63,43,High,5,Yes,Medium,Yes,High,Mechanical Engineer,Medium
Student_1789,20,Arts,83,36,80,88,72,High,2,No,Medium,Yes,Medium,Data Scientist,Low
Student_1790,21,Commerce,81,98,38,73,55,High,6,No,High,Yes,Low,Doctor,Medium
Student_1791,21,Commerce,49,54,93,58,90,High,6,Yes,Medium,No,Medium,Business Manager,Medium
Student_1792,20,Commerce,79,85,77,86,88,High,2,Yes,High,No,High,Data Scientist,High
Student_1793,17,Arts,87,57,100,30,70,Low,5,No,Medium,Yes,Low,Teacher,Low
Student_1794,16,Science,49,75,73,85,43,Medium,7,No,Medium,No,Low,Graphic Designer,Medium
Student_1795,16,Commerce,66,66,93,66,98,High,3,Yes,Medium,Yes,High,Business Manager,Low
Student_1796,16,Arts,85,68,51,49,70,High,2,No,Low,No,Medium,Mechanical Engineer,Medium
Student_1797,16,Science,56,87,42,76,97,Medium,3,No,High,No,Medium,Doctor,Medium
Student_1798,17,Arts,76,67,38,56,57,Medium,4,No,Low,No,High,Mechanical Engineer,Medium
Student_1799,16,Arts,57,54,52,56,66,Low,5,No,Low,No,Medium,Mechanical Engineer,Low
Student_1800,18,Science,54,91,91,70,80,Medium,2,Yes,Low,No,High,Doctor,Medium
Student_1801,21,Commerce,68,82,61,87,76,Low,2,Yes,Low,No,High,Doctor,Medium
Student_1802,17,Science,97,66,90,86,99,High,1,No,Medium,Yes,Medium,Software Engineer,Low
Student_1803,16,Arts,80,89,47,92,94,High,4,Yes,High,Yes,Low,Data Scientist,Medium
Student_1804,21,Commerce,43,72,91,79,47,Low,10,Yes,High,No,High,Business Manager,High
Student_1805,17,Science,96,95,65,92,92,High,3,No,High,No,Medium,Data Scientist,Medium
Student_1806,21,Science,43,52,35,68,43,Low,8,Yes,High,No,Medium,Mechanical Engineer,High
Student_1807,22,Commerce,90,37,67,72,75,Low,5,No,High,Yes,Low,Business Manager,Medium
Student_1808,19,Commerce,41,80,36,58,78,Medium,10,Yes,High,Yes,High,Business Manager,Medium
Student_1809,22,Commerce,43,60,76,32,48,Low,2,No,High,Yes,High,Business Manager,High
Student_1810,21,Commerce,67,88,88,90,82,High,7,No,Low,Yes,High,Doctor,Low
Student_1811,22,Commerce,91,68,94,84,68,High,9,No,High,Yes,Low,Software Engineer,Medium
Student_1812,19,Commerce,47,44,63,99,69,Low,2,Yes,High,Yes,High,Business Manager,High
Student_1813,16,Science,57,78,100,57,48,Medium,6,No,Medium,Yes,Medium,Mechanical Engineer,Low
Student_1814,17,Commerce,66,99,64,71,75,High,9,Yes,Medium,Yes,High,Doctor,Low
Student_1815,20,Arts,47,92,61,42,67,Medium,8,No,High,Yes,Medium,Doctor,Low
Student_1816,22,Science,74,40,53,38,59,High,2,No,Medium,Yes,Low,Mechanical Engineer,Medium
Student_1817,19,Arts,43,42,98,40,55,Low,3,No,Medium,No,Medium,Teacher,Medium
Student_1818,21,Commerce,39,53,41,53,95,Medium,5,Yes,High,No,Low,Business Manager,High
Student_1819,17,Arts,49,75,87,82,68,Low,4,No,Low,Yes,High,Teacher,Low
Student_1820,20,Commerce,52,60,79,41,92,Low,2,Yes,Medium,No,Medium,Business Manager,Medium
Student_1821,16,Commerce,39,92,43,69,42,High,1,No,Low,No,High,Doctor,Medium
Student_1822,20,Science,50,70,58,85,66,Low,4,No,Medium,Yes,Medium,Graphic Designer,Low
Student_1823,18,Science,99,62,64,44,64,High,1,No,Medium,Yes,High,Mechanical Engineer,Low
Student_1824,18,Science,92,87,59,86,51,Medium,7,No,Low,Yes,High,Data Scientist,Low
Student_1825,17,Commerce,75,84,76,85,56,Low,4,Yes,High,No,Low,Software Engineer,High
Student_1826,21,Science,75,83,94,58,98,Low,6,Yes,High,No,Low,Doctor,High
Student_1827,18,Arts,45,85,63,36,52,Medium,8,No,Medium,No,Low,Doctor,Medium
Student_1828,17,Arts,82,52,46,85,44,Medium,1,Yes,Low,Yes,High,Data Scientist,High
Student_1829,18,Arts,52,74,40,84,56,Low,8,No,Medium,Yes,Low,Graphic Designer,Medium
Student_1830,21,Commerce,98,70,76,94,47,Low,1,Yes,High,Yes,High,Software Engineer,High
Student_1831,21,Commerce,89,63,41,62,64,Low,8,No,Low,Yes,High,Business Manager,Low
Student_1832,16,Science,93,43,47,41,98,High,1,No,Medium,Yes,Medium,Mechanical Engineer,Low
Student_1833,20,Commerce,70,86,41,49,77,High,3,Yes,High,No,High,Doctor,Medium
Student_1834,17,Arts,90,95,91,58,53,High,9,No,Medium,No,Low,Doctor,Medium
Student_1835,19,Arts,89,72,63,95,100,High,4,Yes,Medium,No,High,Data Scientist,Medium
Student_1836,20,Science,94,89,94,67,84,High,5,Yes,High,Yes,High,Doctor,Medium
Student_1837,17,Commerce,80,91,71,90,63,Medium,10,Yes,Medium,Yes,Low,Software Engineer,Medium
Student_1838,20,Commerce,45,79,68,75,61,High,3,No,High,No,High,Business Manager,Medium
Student_1839,20,Science,73,35,53,52,47,Medium,2,No,Low,Yes,Low,Mechanical Engineer,Medium
